chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,class_DC
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/AbstractXYItemRendererTest.java,AbstractXYItemRendererTest.java,160,64,0.4,3,0.13333333333333333
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYSplineRendererTest.java,XYSplineRendererTest.java,122,53,0.4344262295081967,4,0.10860655737704918
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java,XYStepAreaRendererTest.java,158,61,0.3860759493670886,4,0.09651898734177215
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/WindItemRendererTest.java,WindItemRendererTest.java,94,53,0.5638297872340425,4,0.14095744680851063
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StackedXYBarRendererTest.java,StackedXYBarRendererTest.java,154,61,0.3961038961038961,4,0.09902597402597403
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/DeviationRendererTest.java,DeviationRendererTest.java,100,54,0.54,4,0.135
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java,XYBubbleRendererTest.java,147,57,0.3877551020408163,4,0.09693877551020408
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYStepRendererTest.java,XYStepRendererTest.java,174,66,0.3793103448275862,4,0.09482758620689655
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/HighLowRendererTest.java,HighLowRendererTest.java,157,63,0.4012738853503185,4,0.10031847133757962
/Users/leo/Documents/1_Code_Project/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYAreaRendererTest.java,XYAreaRendererTest.java,216,64,0.2962962962962963,4,0.07407407407407407
